@relation Training

@attribute Label {Malware,Goodware}
@attribute Protocol numeric
@attribute 'Address A' numeric
@attribute 'Port A' numeric
@attribute 'Address B' numeric
@attribute 'Port B' numeric
@attribute 'Packets A - B' numeric
@attribute 'Bytes A - B' numeric
@attribute 'Packets B - A' numeric
@attribute 'Bytes B - A' numeric

@data
Malware,17,1534646275,6892,167772687,1045,0,0,1,67
Malware,17,1534646276,6892,167772687,1045,0,0,1,67
Malware,17,1534646277,6892,167772687,1045,0,0,1,67
Malware,17,1534646278,6892,167772687,1045,0,0,1,67
Malware,17,1534646279,6892,167772687,1045,0,0,1,67
Malware,17,1534646280,6892,167772687,1045,0,0,1,67
Malware,17,1534646281,6892,167772687,1045,0,0,1,67
Malware,17,1534646282,6892,167772687,1045,0,0,1,67
Malware,17,1534646283,6892,167772687,1045,0,0,1,67
Malware,17,1534646284,6892,167772687,1045,0,0,1,67
Malware,17,1534646285,6892,167772687,1045,0,0,1,67
Malware,17,1534646286,6892,167772687,1045,0,0,1,67
Malware,17,1534646287,6892,167772687,1045,0,0,1,67
Malware,17,1534646288,6892,167772687,1045,0,0,1,67
Malware,17,1534646289,6892,167772687,1045,0,0,1,67
Malware,17,1534646290,6892,167772687,1045,0,0,1,67
Malware,17,1534646291,6892,167772687,1045,0,0,1,67
Malware,17,1534646292,6892,167772687,1045,0,0,1,67
Malware,17,1534646293,6892,167772687,1045,0,0,1,67
Malware,17,1534646294,6892,167772687,1045,0,0,1,67
Malware,17,1534646295,6892,167772687,1045,0,0,1,67
Malware,17,1534646296,6892,167772687,1045,0,0,1,67
Malware,17,1534646297,6892,167772687,1045,0,0,1,67
Malware,17,1534646298,6892,167772687,1045,0,0,1,67
Malware,17,1534646299,6892,167772687,1045,0,0,1,67
